"id0","lemmas","definition","examples","antonym_ids","antonym_lemmas","antonym_defs","antonym_examples"
"oewn-00689358-a","['indecisive']","characterized by lack of decision and firmness","['an indecisive manager brought the enterprise to a standstill']","['oewn-00688915-a']","[['decisive']]","['characterized by decision and firmness']","[['an able and decisive young woman', 'we needed decisive leadership', 'she gave him a decisive answer']]"
"oewn-00698057-a","['defeated']","beaten or overcome; not victorious","['the defeated enemy']","['oewn-00698473-a']","[['undefeated']]","['victorious']","[['undefeated in battle', 'an undefeated team']]"
"oewn-00284569-a","['dull']","emitting or reflecting very little light","['a dull glow', 'dull silver badly in need of a polish', 'a dull sky']","['oewn-00279417-a']","[['bright']]","['emitting or reflecting light readily or in large amounts']","[['the sun was bright and hot', 'a bright sunlit room']]"
"oewn-01119091-a","['genuine', 'echt']","not fake or counterfeit","['a genuine Picasso', 'genuine leather']","['oewn-01120122-a']","[['counterfeit', 'imitative']]","['not genuine; imitating something superior']","[['counterfeit emotion', 'counterfeit money', 'counterfeit works of art', 'a counterfeit prince']]"
"oewn-01529078-v","['run']","be operating, running or functioning","['The car is still running--turn it off!']","['oewn-01529271-v']","[['idle', 'tick over']]","['run disconnected or idle']","[['the engine is idling']]"
"oewn-02514176-a","['variable']","liable to or capable of change","['rainfall in the tropics is notoriously variable', 'variable winds', 'variable expenses']","['oewn-02515761-a']","[['invariable']]","['not liable to or capable of change']","[['an invariable temperature', 'an invariable rule', 'his invariable courtesy']]"
"oewn-00892559-v","['make']","assure the success of","['A good review by this critic will make your play!']","['oewn-02565221-v']","[['break']]","['cause the failure or ruin of']","[['His peccadilloes finally broke his marriage', 'This play will either make or break the playwright']]"
"oewn-02037130-a","['ambidextrous', 'two-handed']","equally skillful with each hand","['an ambidextrous surgeon']","['oewn-02035990-a', 'oewn-02036545-a']","[['right-handed'], ['left-handed']]","['using or intended for the right hand', 'using or intended for the left hand']","[['a right-handed batter', 'right-handed scissors'], ['left-handed golfers need left-handed clubs', 'left-handed scissors']]"
"oewn-02033433-a","['monied', 'moneyed']","based on or arising from the possession of money or wealth","['moneyed interests']","['oewn-02033575-a']","[['moneyless']]","['not based on the possession of money']","[['a moneyless economy']]"
"oewn-00808164-v","['approve', 'sanction', 'O.K.', 'okay']","give sanction to","['I approve of his educational policies']","['oewn-00808840-v']","[['reject', 'disapprove']]","['deem wrong or inappropriate']","[['I disapprove of her child rearing methods']]"
"oewn-01024009-a","['fit']","meeting adequate standards for a purpose","['a fit subject for discussion', 'it is fit and proper that you be there', 'water fit to drink', 'fit for duty', 'do as you see fit to']","['oewn-01024917-a']","[['unfit']]","['below the required standards for a purpose']","[['an unfit parent', 'unfit for human consumption']]"
"oewn-01911024-a","['pure']","(used of persons or behaviors) having no faults; sinless","['I felt pure and sweet as a new baby', 'pure as the driven snow']","['oewn-01911556-a']","[['impure']]","['(used of persons or behaviors) immoral or obscene']","[['impure thoughts']]"
"oewn-00201672-r","['hopefully']","with hope; in a hopeful manner","['we searched hopefully for a good position']","['oewn-00201821-r']","[['hopelessly']]","['without hope; desperate because there seems no possibility of comfort or success']","[['he hung his head hopelessly', ""`I must die,' he said hopelessly""]]"
"oewn-01801657-a","['planned']","designed or carried out according to a plan","['the planned outlays for new equipment']","['oewn-01802371-a']","[['unplanned']]","['without apparent forethought or prompting or planning']","[['an unplanned economy', 'accepts an unplanned order', 'an unplanned pregnancy', 'unplanned remarks']]"
"oewn-00204629-r","['diplomatically']","with diplomacy; in a diplomatic manner","['he answered very diplomatically']","['oewn-00204781-r']","[['undiplomatically']]","['without diplomacy; in an undiplomatic manner']","[['she declined the invitation undiplomatically']]"
"oewn-01899020-a","['humble']","marked by meekness or modesty; not arrogant or prideful","['a humble apology', 'essentially humble...and self-effacing, he achieved the highest formal honors and distinctions']","['oewn-01895355-a']","[['proud']]","['feeling self-respect or pleasure in something by which you measure your self-worth; or being a reason for pride']","[['proud parents', 'a proud moment', 'proud to serve his country', 'a proud name', 'proud princes']]"
"oewn-00418284-a","['analyzed']","examined carefully and methodically; broken down for consideration of constituent parts","['the analyzed data indicated surprising trends', 'a carefully analyzed poem can be like a dead butterfly pinned to a board']","['oewn-00418551-a']","[['unanalyzed']]","['not analyzed or broken down for detailed examination']","[['an unanalyzed compound', 'unanalyzed data']]"
"oewn-01159626-a","['soft']","compassionate and kind; conciliatory","['he was soft on his children']","['oewn-01158857-a']","[['hard']]","['dispassionate']","[['took a hard look', 'a hard bargainer']]"
"oewn-01964837-a","['registered']","listed or recorded officially","[""record is made of `registered mail' at each point on its route to assure safe delivery"", 'registered bonds']","['oewn-01965469-a']","[['unregistered']]","['not registered']","[['an unregistered citizen']]"
"oewn-00480171-r","['thick', 'thickly']","with a thick consistency","['the blood was flowing thick']","['oewn-00479945-r']","[['thin', 'thinly']]","['without viscosity']","[['the blood was flowing thin']]"
"oewn-01528454-v","['work', 'run', 'operate', 'function', 'go']","perform as expected when applied","[""The washing machine won't go unless it's plugged in"", 'Does this old car still run well?', ""This old radio doesn't work anymore""]","['oewn-01528083-v']","[['malfunction', 'misfunction']]","['fail to function or function improperly']","[['the coffee maker malfunctioned']]"
"oewn-01198349-a","['enabling']","providing legal power or sanction","['an enabling resolution', 'enabling power']","['oewn-01198884-a']","[['disqualifying', 'disabling']]","['depriving of legal right; rendering legally disqualified']","[['certain disabling restrictions disqualified him for citizenship']]"
"oewn-01188249-a","['headed']","having a heading or caption","['a headed column', 'headed notepaper']","['oewn-01188368-a']","[['unheaded']]","['not having a heading or caption']","[['unheaded sections']]"
"oewn-00652608-a","['critical']","characterized by careful evaluation and judgment","['a critical reading', 'a critical dissertation', ""a critical analysis of Melville's writings""]","['oewn-00653373-a']","[['noncritical', 'uncritical']]","['marked by disregard for critical standards or procedures']","[['news sources reflected uncritical estimates of the number of juvenile addicts']]"
"oewn-02580838-a","['foolish']","devoid of good sense or judgment","['foolish remarks', 'a foolish decision']","['oewn-02579686-a']","[['wise']]","['having or prompted by wisdom or discernment']","[['a wise leader', 'a wise and perceptive comment']]"
"oewn-00096883-r","['up', 'upwardly', 'upwards', 'upward']","spatially or metaphorically from a lower to a higher position","['look up!', 'the music surged up', 'the fragments flew upwards', 'prices soared upwards', 'upwardly mobile']","['oewn-00095870-r']","[['down', 'downwardly', 'downwards', 'downward']]","['spatially or metaphorically from a higher to a lower level or position']","[[""don't fall down"", 'rode the lift up and skied down', 'prices plunged downward']]"
"oewn-01748360-a","['perceptive']","having the ability to perceive or understand; keen in discernment","['a perceptive eye', 'a perceptive observation']","['oewn-01750363-a']","[['unperceiving', 'unperceptive']]","['lacking perception']","[['as unperceptive as a boulder']]"
"oewn-00891011-a","['desirous', 'wishful']","having or expressing desire for something","['desirous of high office', 'desirous of finding a quick solution to the problem']","['oewn-00892627-a']","[['undesiring', 'undesirous']]","['having or feeling no desire']","[['a very private man, totally undesirous of public office']]"
"oewn-01672593-a","['organized']","methodical and efficient in arrangement or function","['how well organized she is', 'his life was almost too organized']","['oewn-01673111-a']","[['disorganised', 'disorganized']]","['lacking order or methodical arrangement or function']","[['a disorganized enterprise', 'a thousand pages of muddy and disorganized prose', 'she was too disorganized to be an agreeable roommate']]"
"oewn-01472305-a","['made']","(of a bed) having the sheets and blankets set in order","['a neatly made bed']","['oewn-01472431-a']","[['unmade']]","['(of a bed) not having the sheets and blankets set in order']","[['an unmade bed with tangled sheets and blankets']]"
